cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"20015","0","7009","1246159","Bessemer Trust Company","Woodbridge","NJ","7095","3/31/2019","5/19/2019","NM","100 Woodbridge Center Drive","BESSEMER GROUP, INCORPORATED, THE","1","0","0","7","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1907","8/14/1969","4/11/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","0","http://www.bessemertrust.com","125","823961","264574","263763","308602","0","238718","0","0","2965","0","0","9102","823961","743895","737176","570408","737176","24.0806720048968","0","0","0","0","6719","80066","80066","0","500","552","79014","0","0","0","2285","811083","0","830881.5","830881.5","329014","828867","0","0","0","0","0","3472","0","0","0","80181","0","0","6000"
"21868","0","976703","1246159","Bessemer Trust Company, National Association","New York","NY","10111","3/31/2019","5/19/2019","N","630 Fifth Avenue","BESSEMER GROUP, INCORPORATED, THE","1","0","0","9","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","12/20/1974","12/20/1974","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.bessemertrust.com","535","2202263","488513","483272","986793","0","575701","0","0","15940","0","76407","58909","2202263","1945387","1877564","1845028","1877564","32.7668309651318","0","0","0","0","67823","256876","256876","0","3000","74828","179048","0","0","0","2258","2045766","0","2597524","2597524","775382","2233304","0","0","0","0","0","0","0","0","0","186323","0","0","0"
"27909","528","682479","0","BEST HOMETOWN BANK","Collinsville","IL","62234","3/31/2019","5/19/2019","SA","100 East Clay Street","","2","0","0","4","0","Madison","41180","St. Louis, MO-IL","1/1/1887","10/25/1939","7/8/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.besthometownbank.com","20","111298","5233","2584","12359","0","86079","1169","0","3062","121","0","4444","111298","100522","93291","87288","93291","94.6952075718435","0","0","6081","0","1150","10776","10776","0","0","5019","5757","0","79","0","339","101022","45202","110336.5","110336.5","71260","111107","3609","3609","0","0","13945","447","5500","0","2192","11727","894","2192","0"
"1808","15971","851631","1095058","Better Banks","Peoria","IL","61615","3/31/2019","5/19/2019","NM","10225 N. Knoxville Avenue","BACKLUND INVESTMENT CO.","8","0","0","6","1","Peoria","37900","Peoria, IL","1/1/1898","1/1/1934","8/15/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.betterbanks.com","68","295771","18010","11795","68020","0","199067","1544","0","3109","1001","2578","3986","295771","268872","267834","221359","267834","94.5628930230822","0","0","0","0","1038","26899","26899","0","100","8480","18319","0","1270","0","1055","278882","92754","297681","297681","201718","293729","1880","1880","0","0","2074","4470","0","0","22469","24125","1544","22469","0"
"26601","9804","946171","3197835","Beverly Bank","Beverly","MA","1915","3/31/2019","5/19/2019","SB","254 Cabot Street","BEVERLY FINANCIAL, MHC","6","0","0","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","3/25/1986","3/17/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.beverlybank.com","86","498541","10254","2964","36751","730","430025","4287","0","8105","0","99","12577","498541","455867","426882","337181","426882","80.0020613533722","0","0","26787","0","2198","42674","42674","0","1","11000","31673","0","955","189","1437","470470","178017","492683","492683","377548","490401","7490","7490","0","0","43591","7991","26787","462","66028","42612","4287","66028","1868"
"57701","0","3216017","2260406","Beverly Bank & Trust Company, National Association","Chicago","IL","60643","3/31/2019","5/19/2019","N","10258 South Western Avenue","WINTRUST FINANCIAL CORPORATION","8","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/2004","4/1/2004","11/13/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.thebeverlybank.com","148","1399538","33919","24557","108207","4","1121497","5280","958","53560","442","13056","67895","1399538","1242603","1201341","1020972","1201341","81.5403312141329","0","952","18989","0","21321","156935","156935","0","3250","118381","35304","0","1310","0","6564","1254265","141242","1378946.5","1378946.5","1296232","1373896","1551","0","1551","0","48027","716","15000","0","207006","144505","5312","207006","117381"
"17741","10536","499501","4902643","Biddeford Savings Bank","Biddeford","ME","4005","3/31/2019","5/19/2019","SB","254 Main Street","MAINE COMMUNITY BANCORP, MHC","6","0","0","4","0","York","38860","Portland-South Portland, ME","7/27/1867","4/4/1957","10/5/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.biddefordsavings.com","47","504124","11282","3853","38542","0","430388","2169","0","11923","0","318","11671","504124","452091","380665","345083","380665","85.0805307782015","0","0","66969","0","4457","52033","52033","0","0","0","52033","0","445","0","1383","472783","298034","500231.5","500231.5","401600","501425","2501","2501","0","0","68867","1711","66969","0","111467","53860","2238","111467","0"
"3320","0","362856","1918081","Big Bend Banks, N.A.","Marfa","TX","79843","3/31/2019","5/19/2019","N","301 South Highland Avenue","BIG BEND BANCSHARES CORPORATION","2","0","0","7","1","Presidio","","","5/2/1907","1/1/1934","6/29/2009","Stock","0","1","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","0","1","www.marfanb.com","28","131974","18583","16389","87412","0","21123","687","0","2530","0","0","2326","131974","112094","111916","62089","111916","73.2731122845579","0","0","0","0","178","19880","19880","0","200","4580","15100","0","0","0","564","124924","22811","130752.5","130752.5","44747","129518","912","912","0","0","4374","61","0","0","2086","18981","561","2086","0"
"29637","3790","521970","0","Big Horn Federal Savings Bank","Greybull","WY","82426","3/31/2019","5/19/2019","SA","33 North 6th Street","","6","0","0","8","0","Big Horn","","","1/1/1935","2/28/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.bighornfederal.com","57","259917","60293","58249","74616","0","106324","2014","0","8142","89","54","10399","259917","232753","220793","197525","220793","84.6085752348899","7207","0","0","0","4753","27164","27164","0","0","0","27164","0","1233","80","1170","239189","57265","256459.5","256459.5","129096","256995","7840","7840","0","0","22939","1324","0","541","27221","26227","1622","27221","0"
"57973","0","3363975","3899456","Biscayne Bank","Coconut Grove","FL","33133","3/31/2019","5/19/2019","NM","2601 S Bayshore Drive, 6th F","BISCAYNE BANCSHARES, INC.","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/5/2005","7/5/2005","3/31/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.biscaynebank.com","94","1020634","110660","107840","0","0","871239","8703","0","1463","2286","2","34984","1020634","930466","788204","565772","788204","72.7887891791824","0","0","139000","0","3262","90168","90168","0","7285","29854","53029","0","672","0","3049","979079","152343","1013268","1013268","723731","1025957","19917","4059","0","15858","252150","3496","139000","0","74906","90166","8726","74906","0"
"14083","0","354","0","Bison State Bank","Bison","KS","67520","3/31/2019","5/19/2019","NM","223 Main Street","","1","0","0","8","0","Rush","","","1/1/1901","3/21/1934","10/24/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","https://www.bisonstatebank.com","5","11645","1541","1435","1394","1405","7099","143","0","51","0","0","155","11645","10311","10304","6652","10304","94.462224808457","0","0","0","0","7","1334","1334","0","100","936","298","0","66","0","60","11333","1146","10674","10674","6811","11200","0","0","0","0","552","0","0","596","1358","1253","86","1358","0"
"58723","0","3636428","3636389","Black Hills Community Bank, N.A.","Rapid City","SD","57701","3/31/2019","5/19/2019","N","840 Mount Rushmore Road","BHCB HOLDING COMPANY","2","0","0","4","1","Pennington","39660","Rapid City, SD","11/27/2007","11/27/2007","7/20/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.BHCBANK.COM","54","289980","18467","12235","9759","742","249508","3218","0","7464","0","0","4040","289980","262139","261144","217252","261144","77.6483277745479","0","0","0","0","995","27841","27841","0","6500","11040","10301","0","350","0","1029","272244","101609","289082.5","289082.5","269015","285225","1708","1708","0","0","43118","11556","0","948","29303","27791","3331","29303","0"
"27897","507","444677","0","Black Mountain Savings Bank, SSB","Black Mountain","NC","28711","3/31/2019","5/19/2019","SB","200 E State Street","","1","0","0","5","0","Buncombe","11700","Asheville, NC","4/4/1923","7/10/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","5","40109","10580","10374","0","0","29046","42","0","205","0","0","278","40109","35000","33965","33965","33965","97.0175180332695","0","0","0","0","1035","5109","5109","0","0","0","5109","0","0","0","12","39420","27407","40305.5","40305.5","16292","40101","82","82","0","0","3399","344","0","0","758","5109","42","758","0"
"15152","12080","603540","1978656","Black River Country Bank","Black River Fall","WI","54615","3/31/2019","5/19/2019","NM","221 Main Street","BRAD, INC.","2","0","0","2","1","Jackson","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","http://www.brcbank.com","19","78842","3581","1656","5226","0","66151","879","0","1333","45","0","2506","78842","69904","65650","54184","65650","95.7346404432808","564","0","3612","0","78","8938","8938","0","180","3020","5738","0","1109","0","362","73033","15083","78117.5","78117.5","56551","77574","1956","1956","0","0","4417","4706","3612","0","5912","9076","709","5912","0"
"14078","11465","27548","1491913","Blackhawk  Bank","Beloit","WI","53511","3/31/2019","5/19/2019","NM","400 Broad Street","BLACKHAWK BANCORP, INC.","9","0","1","4","0","Rock","27500","Janesville-Beloit, WI","1/1/1881","3/19/1934","4/24/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.blackhawkbank.com","190","835467","34955","22179","210184","818","541835","7545","0","15986","144","8042","23503","835467","754928","751417","733387","751417","74.6585538139409","0","0","0","0","3511","80539","80539","0","250","33281","47008","0","3212","0","3000","775016","263648","825268.5","825268.5","652666","825956","10895","10895","0","0","25066","19490","0","3347","188829","73679","7545","188829","29012"
"18402","11017","890742","1823345","Blackhawk Bank & Trust","Milan","IL","61264","3/31/2019","5/19/2019","NM","301 4th Street West","BLACKHAWK BANCORPORATION, INC.","17","0","1","4","0","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","6/28/1961","6/28/1961","6/29/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.choosethechief.com","221","1360791","18710","8030","646941","0","664667","6903","0","15703","352","1589","12829","1360791","1195677","926900","768866","926900","97.9845228600375","136280","0","126757","0","5740","165114","165114","0","3200","5300","156614","0","5038","0","6398","1319638","278021","1360479.5","1360479.5","896795","1348451","482","482","0","0","260934","24190","124000","0","174360","154020","6925","174360","5332"
"58580","0","3580334","3398070","BlackRidgeBANK","Fargo","ND","58104","3/31/2019","5/19/2019","NM","4040 42nd Street South","BLACKRIDGE FINANCIAL, INC.","11","0","1","4","0","Cass","22020","Fargo, ND-MN","4/23/2007","4/23/2007","3/8/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.blackridgebank.com","126","482520","20210","12049","37588","0","390065","5292","0","13503","668","15961","4525","482520","428435","426095","333308","426095","84.7772352690109","0","0","1096","0","1244","54085","54085","0","1000","44396","8689","0","3761","0","1446","439702","35552","482813","482813","377533","460108","0","0","0","0","26254","200","0","4480","55269","38035","4726","55269","26044"
"11608","14713","578741","2511313","BLC Community Bank","Little Chute","WI","54140","3/31/2019","5/19/2019","NM","206 East Main Avenue","INDEPENDENT BANCORP., LIMITED","1","0","0","4","1","Outagamie","11540","Appleton, WI","12/6/1906","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.blccb.com","32","270187","8126","5238","45338","7610","204057","2551","0","1375","0","213","3468","270187","239048","215550","184351","215550","70.2440425985485","0","0","21000","0","2498","31139","31139","0","240","8349","22550","0","86","0","860","262243","33774","262370","262370","212962","263979","1151","1151","0","0","31407","4512","21000","0","22827","31028","2551","22827","0"
"976","10332","937843","1245648","Blissfield State Bank","Blissfield","MI","49228","3/31/2019","5/19/2019","SM","204 East Jefferson","BLISSFIELD BANK CORPORATION","2","0","0","2","1","Lenawee","","","5/24/1873","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.blissfieldstate.com","29","99898","10993","7290","35273","2859","48482","898","0","1005","0","0","1286","99898","89260","89207","71734","89207","90.2458979646732","0","0","0","0","53","10638","10638","0","385","9615","638","0","1605","0","556","93904","43434","98804","98804","58719","98618","0","0","0","0","1467","899","0","0","10885","10795","736","10885","0"
"9788","0","820842","1416505","Bloomsdale Bank","Bloomsdale","MO","63627","3/31/2019","5/19/2019","NM","55 Mill Hill Road","PEOPLES COMMUNITY BANCORPORATION, INC.","5","0","0","4","1","Sainte Genevieve","","","5/1/1914","1/1/1934","5/10/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.bloomsdalebank.com","52","226893","4308","67","54119","6837","157149","1801","0","1857","599","840","1184","226893","205272","204761","163668","204761","67.1028101238641","0","0","0","0","511","21621","21621","0","240","480","20901","0","666","0","800","218172","46442","225656.5","225656.5","171477","227310","0","0","0","0","47835","7569","0","402","34529","21581","1801","34529","1635"
"31090","6361","617079","0","Blue Grass Federal Savings and Loan Association","Paris","KY","40361","3/31/2019","5/19/2019","SA","600 High Street","","1","0","0","5","0","Bourbon","30460","Lexington-Fayette, KY","1/1/1914","11/10/1959","1/1/2016","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bluegrassfederal.com","8","34844","3636","3308","4397","1854","22994","472","0","946","0","0","1017","34844","26188","25426","24142","25426","99.5910342115612","0","0","0","0","762","8656","8656","0","0","0","8656","0","108","0","92","32553","20105","34711","34711","17969","33007","0","0","0","0","604","481","0","0","710","8061","227","710","0"
"13753","0","794345","1143913","Blue Grass Savings Bank","Blue Grass","IA","52726","3/31/2019","5/19/2019","NM","104 East Mayne Street","E M F CORPORATION","2","0","0","8","0","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bluegrassbank.com","21","194185","7462","5157","68254","178","105317","2392","0","2825","0","0","10149","194186","163604","151177","133211","151177","93.8260611457406","500","0","11300","0","627","30582","30582","0","131","3000","27451","0","2338","0","1044","178906","51543","194269.5","194269.5","116370","192846","7718","4032","1794","1892","8013","3830","11300","0","15038","31113","1466","15038","0"
"90160","0","28406","3742020","Blue Hills Bank","Boston","MA","2136","3/31/2019","5/19/2019","SB","1196 River Street","BLUE HILLS BANCORP, INC.","11","0","0","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1871","11/8/1985","3/31/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","https://www.bluehillsbank.com/","233","2493674","48576","32730","207590","0","2082953","17387","13075","35169","3020","11319","91972","2493674","2139387","1943234","1673713","1943234","62.7185600651822","0","13060","142702","0","40391","354287","354287","0","5","21900","332382","0","10426","152","6921","2323326","945669","2649542","2649542","2179514","2772327","34468","34468","0","0","266871","105","125000","6279","490556","347754","17386","490556","1407114"
"17773","0","174321","3614668","Blue Ridge Bank","Walhalla","SC","29691","3/31/2019","5/19/2019","NM","100 East Main Street","BLUE RIDGE FINANCIAL CORPORATION","4","0","0","8","0","Oconee","","","6/17/1957","6/17/1957","9/19/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","blueridge.bank","31","132397","27052","23969","36115","0","63365","1214","0","4272","650","0","943","132397","119387","119242","71840","119242","91.0205142392462","0","0","0","0","145","13010","13010","0","2322","8264","2424","0","1075","0","382","123449","71761","133268","133268","66597","133224","0","0","0","0","3450","481","0","0","4101","12804","839","4101","12640"
"17933","12663","935250","1891317","Blue Ridge Bank and Trust Co.","Independence","MO","64057","3/31/2019","5/19/2019","NM","4200 Little Blue Parkway","BLUE RIDGE BANCSHARES, INC.","8","0","0","4","0","Jackson","28140","Kansas City, MO-KS","9/8/1958","11/20/1958","6/13/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.blueridgebank.com","136","550801","40793","28310","87392","0","390335","6041","0","16368","0","0","15913","550802","496828","477792","357516","477792","84.6726196700056","10985","0","6000","0","2051","53974","53974","0","1425","15905","36644","0","4411","0","1638","506037","63796","552047","552047","443735","544600","10637","10637","0","0","27857","12896","6000","0","58067","54470","5554","58067","0"
"35274","0","233527","1426960","Blue Ridge Bank,  National Association","Martinsville","VA","24112","3/31/2019","5/19/2019","N","1 East Market Street","BLUE RIDGE BANKSHARES, INC.","9","0","1","4","0","Henry","","","7/24/2000","7/24/2000","12/12/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mybrb.com","185","574071","16518","14138","52952","3239","462953","3744","0","10165","68","4906","23270","574071","518767","441157","341436","441157","71.8222449644979","0","0","74746","0","2864","55304","55083","0","2000","30082","23001","221","5569","0","1853","533282","189537","556471","556471","427642","542986","9110","8471","0","639","107847","10491","67800","35610","63803","50747","3744","63803","4355"
"14899","13117","517357","1065565","Blue Sky Bank","Pawhuska","OK","74056","3/31/2019","5/19/2019","SM","101 East 8th Street","N.B.C. BANCSHARES IN PAWHUSKA, INC.","4","0","0","4","1","Osage","46140","Tulsa, OK","11/23/1905","12/4/1934","4/6/2017","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.bluesky.bank","42","223714","12772","5680","8155","5951","184521","2681","0","3397","711","0","8207","223714","199361","198827","147122","198827","78.5517560259735","0","0","0","0","534","24353","24353","0","200","4246","19907","0","6907","489","1017","204307","14028","222858","222858","215168","217424","5187","5187","0","0","10684","3965","0","0","31016","24365","2681","31016","0"
"58691","0","3636914","0","BlueHarbor Bank","Mooresville","NC","28117","3/31/2019","5/19/2019","NM","106 Corporate Park Drive","","4","0","0","4","0","Iredell","16740","Charlotte-Concord-Gastonia, NC-SC","1/8/2008","1/8/2008","9/4/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.blueharborbank.com","28","226154","8345","445","17671","0","186092","1879","0","7429","667","0","5950","226154","196927","188954","138767","188954","71.0811897106109","0","0","4750","0","3223","29227","29227","0","14506","9554","5167","0","1251","0","606","204208","34619","220118","220118","196596","220197","2341","2341","0","0","21573","2275","4750","0","54697","29415","1880","54697","0"
"8693","12552","167453","1127249","Bluff View Bank","Galesville","WI","54630","3/31/2019","5/19/2019","NM","16893 South Main Street","GALE BANK HOLDING COMPANY, INC.","3","0","0","2","1","Trempealeau","","","1/1/1883","1/1/1934","10/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.bluffviewbank.com","24","102767","5812","4701","12720","750","78965","1131","0","1648","0","305","2567","102767","83243","76245","59420","76245","89.14655556429","0","0","6600","0","398","19524","19524","0","150","1573","17801","0","391","0","446","97136","11888","101948","101948","97411","100470","1757","1164","0","593","5507","614","6600","0","18145","19454","1131","18145","0"
"16571","0","75633","1231333","BMO Harris Bank National Association","Chicago","IL","60603","3/31/2019","5/19/2019","N","111 West Monroe Street","BANK OF MONTREAL","598","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/17/1947","5/17/1947","6/19/2015","Stock","0","1","OCC","DIF","Chicago","WASHINGTON","Chicago","Chicago","Central","Central","0","0","http://www.bmoharris.com","11595","122895214","11273970","10191078","18201046","217806","81798812","728016","664687","1011238","20049","3270412","6437194","122895214","106630647","96068156","72230516","96068156","49.9015388197261","302635","32908","8622444","400000","1204504","16264567","16264567","0","510185","11521034","4233348","0","920821","14483","355449","111039355","29794928","123021442","123021442","109451682","118239954","3083206","1199584","1776217","107405","9239058","72451","4975000","10705","69809399","12814329","1257029","69809399","31389738"
"58216","0","3353154","1231333","BMO Harris Central National Association","Roselle","IL","60172","3/31/2019","5/19/2019","N","110 East Irving Park Road","BANK OF MONTREAL","1","0","0","7","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/28/2005","5/28/2005","7/3/2014","Stock","0","0","OCC","DIF","Chicago","WASHINGTON","Chicago","Chicago","Central","Central","0","0","http://www.bmoharris.com","0","7918","7689","0","0","0","0","0","0","0","0","0","229","7918","1053","1000","0","1000","50","0","0","0","0","53","6865","6865","0","2064","3833","968","0","0","0","0","0","0","7914.5","7914.5","1590","7906","0","0","0","0","0","0","0","0","0","6865","0","0","0"
"35141","0","2850722","0","BMW Bank of North America","Salt Lake City","UT","84109","3/31/2019","5/19/2019","NM","2735 E Parleys Way, # No 301","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","11/12/1999","11/12/1999","1/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.bmwusa.com","32","10283923","592998","551682","2215371","100","7433607","29681","0","1054","0","0","40793","10283923","8735375","6332014","6332014","6332014","92.1466524973433","517000","0","1714885","0","171476","1548548","1548548","0","1","492728","1055819","0","12565","0","16361","10200760","1541644","10225299.5","10225299.5","9668795","10238418","0","0","0","0","1238990","0","0","0","1023329","1548051","29681","1023329","0"
"19448","15938","916745","3326176","BNA Bank","New Albany","MS","38652","3/31/2019","5/19/2019","NM","205 Bankhead Street","BNA BANCSHARES, INC.","6","0","0","4","0","Union","","","1/1/1896","6/3/1965","5/6/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","www.bnabank.com","103","525111","14565","2411","150743","25088","306672","5129","0","7547","201","324","19971","525111","463226","451721","411968","451721","76.23979648269","0","0","7003","0","4502","61885","61885","0","9000","51221","1664","0","3059","0","2210","484914","162680","515815.5","515815.5","351893","515492","12997","3393","917","8687","41379","421","7000","0","24751","61829","4407","24751","237"
"6976","9545","23504","1416523","BNB Bank","Bridgehampton","NY","11932","3/31/2019","5/19/2019","SM","2200 Montauk Highway","BRIDGE BANCORP, INC.","39","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","2/19/1909","1/1/1934","12/31/2017","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.bnbbank.com","479","4674484","100457","31684","856963","0","3359320","31784","0","72099","175","110100","175370","4674484","4130979","3725808","2411518","3725808","43.8391500846419","721","0","370671","0","33779","543505","543386","0","600","310094","232692","119","3389","0","13057","4247967","1293823","4686958","4686958","3607867","4558652","90265","45777","32353","12135","453396","26864","330217","0","714185","447912","32060","714185","594974"
"57197","0","2358769","1248162","BNC National Bank","Glendale","AZ","85308","3/31/2019","5/19/2019","N","20175 North 67th Avenue","BNCCORP, INC.","15","0","1","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","7/9/2001","7/9/2001","3/14/2018","Stock","0","1","OCC","DIF","San Francisco","KANSAS CITY","Phoenix","San Francisco","Western","Western","0","1","www.bncbank.com","243","1000024","13116","3770","435659","0","497811","7678","0","20115","0","0","33323","1000025","901681","887232","763362","887232","75.9259551093001","2887","0","3842","0","7720","98344","98344","0","1500","58722","38122","0","2155","0","4722","937240","387756","985092.5","985092.5","593333","998802","15346","15346","0","0","44215","1057","0","40806","145620","100556","7420","145620","230604"
"24867","0","488318","3587146","BNY Mellon Trust of Delaware","Wilmington","DE","19809","3/31/2019","5/19/2019","NM","301 Bellevue Parkway","BANK OF NEW YORK MELLON CORPORATION, THE","1","0","0","7","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","12/31/1983","12/31/1983","1/1/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.bnymellon.com","14","133158","55531","54781","0","0","22144","280","0","0","0","47229","8254","133158","51261","47909","0","47909","6.88597132062869","0","0","0","0","3352","81897","81897","0","5000","91516","-14619","0","2606","0","92","76925","19536","127621.5","127621.5","32201","75470","0","0","0","0","0","0","0","0","0","36109","280","0","0"
"7946","0","934329","3587146","BNY Mellon, National Association","Pittsburgh","PA","15219","3/31/2019","5/19/2019","N","500 Grant St","BANK OF NEW YORK MELLON CORPORATION, THE","39","2","1","9","0","Allegheny","38300","Pittsburgh, PA","1/1/1869","1/1/1934","2/1/2012","Stock","0","1","OCC","DIF","New York","WASHINGTON","Wexford","Cleveland","Northeastern","Northeast","0","0","www.bnymellon.com","1668","27817000","7026000","6980000","1547000","648000","15907000","28000","0","191000","0","1778000","720000","27817000","23969000","19439000","18389000","19439000","35.6364944004932","0","0","4180000","200000","150000","3848000","3848000","0","167000","2770000","911000","0","9000","0","55000","25082000","5933000","28346435","28346435","17971000","26453000","0","0","0","0","11584000","0","3425000","0","576000","2098000","231000","576000","0"
"25328","10155","352651","0","BOC Bank","Mclean","TX","79057","3/31/2019","5/19/2019","SM","201 North Main Street","","2","0","0","4","1","Gray","","","8/16/1984","8/16/1984","9/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.bocbanking.com","10","50984","13395","12874","9939","100","26948","520","0","247","0","0","355","50984","42565","42278","28861","42278","60.1849005745632","0","0","0","0","287","8419","8419","0","250","1650","6519","0","278","0","205","49861","3868","53201.5","53201.5","33412","48513","0","0","0","0","5314","1185","0","0","9184","8414","419","9184","0"
"5624","0","942847","2712781","Bodcaw Bank","Stamps","AR","71860","3/31/2019","5/19/2019","NM","307 Thomas Street","BODCAW BANCSHARES, INC.","1","0","0","4","0","Lafayette","","","1/1/1903","1/1/1934","12/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","http://www.bodcawbank.com","21","99569","2758","750","31263","0","63880","554","0","531","79","0","1058","99569","89963","83754","71523","83754","70.9871828531876","1975","0","4100","0","134","9606","9606","0","250","3000","6356","0","310","0","628","95893","33491","97251","97251","59917","96168","0","0","0","0","36780","1045","4100","0","5483","10059","554","5483","0"
