cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","3/31/2019","5/19/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","14","165430","4933","3769","52520","0","100336","1210","0","895","0","0","6746","165430","149724","96519","76376","96519","84.0407136274682","715","0","51372","0","1118","15706","15706","0","400","1700","13606","0","74","0","1387","156625","57873","166077","166077","121175","161800","2649","1722","0","927","12585","200","49613","0","25985","16269","1210","25985","0"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","3/31/2019","5/19/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","9","49196","3534","2592","9685","0","34362","295","0","694","0","0","921","49196","39465","33882","27148","33882","88.7027808085872","0","0","5550","0","33","9731","9731","0","100","3000","6631","0","3","0","450","46639","12594","49420.5","49420.5","38841","49652","0","0","0","0","4004","1591","5550","0","5862","9788","295","5862","0"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","3/31/2019","5/19/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","191","860587","19096","0","306021","1139","501080","3398","0","4966","135","2467","25683","860587","796001","734435","527038","734435","61.2483599997822","36437","0","19673","0","5456","64586","64586","0","3792","20527","40267","0","11478","0","3543","808240","351106","841016","841016","428180","838271","15807","15807","0","0","173945","9205","19673","300","92132","64400","3400","92132","0"
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","3/31/2019","5/19/2019","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","52","252477","59413","58673","0","0","183868","1974","0","2125","0","590","6481","252477","233025","200253","187693","200253","69.9715668179777","0","0","28000","0","4772","19452","19452","0","250","46279","-27077","0","897","149","718","242541","86308","246364.5","246364.5","186049","243049","0","0","0","0","47245","0","28000","0","3126","18862","2171","3126","0"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","3/31/2019","5/19/2019","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","31","143296","11154","8326","32442","5453","92113","1192","0","778","25","0","1331","143296","127427","126989","98009","126989","86.4548093671376","0","0","0","0","438","15869","15869","0","100","600","15169","0","1053","0","961","138334","55209","142920","142920","101366","143668","0","0","0","0","3967","528","0","0","10088","15829","1192","10088","0"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","3/31/2019","5/19/2019","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","11","48950","5337","4612","1925","410","40306","419","0","160","0","0","812","48950","44327","44166","35142","44166","81.9550912421138","0","0","60","0","101","4623","4623","0","120","3755","748","0","134","0","662","47253","5512","49604.5","49604.5","41443","48850","0","0","0","0","4175","3538","0","0","1506","4617","419","1506","0"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","3/31/2019","5/19/2019","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.advantagebank.biz","24","58108","1406","0","14219","3988","34945","367","0","1869","1122","0","559","58108","50303","50276","37938","50276","85.9085757461277","0","0","0","0","27","7805","7805","0","337","337","7131","0","651","76","220","53152","12969","57962.5","57962.5","42786","57288","0","0","0","0","251","9","0","0","3703","7929","367","3703","0"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","3/31/2019","5/19/2019","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.advantagebanks.com","41","307153","28398","24624","7640","0","259700","2151","0","7171","726","604","2914","307154","267194","246362","195898","246362","88.950563183692","0","0","20000","0","832","39960","39960","0","2431","18610","18919","0","731","0","945","291964","11868","308782.5","308782.5","247851","308594","0","0","0","0","34440","2101","20000","0","31752","38988","2151","31752","0"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","3/31/2019","5/19/2019","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","28","144985","20692","18569","25826","179","91200","1159","0","1954","0","840","4294","144985","126012","122316","104160","122316","88.4306229476057","0","0","2052","0","1644","18973","18973","0","90","6986","11897","0","19","0","666","135774","17469","147941.5","147941.5","100860","144989","3233","3233","0","0","1529","4268","2052","0","20840","18571","1159","20840","0"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","3/31/2019","5/19/2019","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","200","798646","59646","51926","0","1352","671817","2213","0","15558","888","37237","12148","798646","686781","603415","486952","603415","70.9162785767756","0","0","80000","0","3366","111865","111865","0","3","110546","1316","0","44","0","2818","725095","255059","775167","775167","697268","745388","0","0","0","0","174371","1700","80000","9709","218760","78083","2238","218760","48483"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","3/31/2019","5/19/2019","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","28","318408","15006","10308","18667","20345","247861","2946","0","827","1627","0","14075","318408","286220","237031","160234","237031","82.2215481576974","10220","0","38000","0","969","32188","32188","0","5961","39707","-13480","0","124","0","660","297181","153946","302361","302361","280766","305854","8240","8240","0","0","20626","2460","38000","0","21221","29675","2946","21221","0"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","3/31/2019","5/19/2019","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","10","36210","3850","0","29293","0","0","0","0","344","0","0","2723","36210","1565","500","500","500","50.0998003992016","0","0","0","0","1065","34645","34645","0","0","32008","2637","0","0","0","20","29293","21146","35645","35645","6382","32703","0","0","0","0","500","0","0","0","0","31810","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","3/31/2019","5/19/2019","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","245","1420158","65167","35285","308429","0","986390","11346","0","21844","994","15967","21367","1420158","1265094","1239068","912143","1239068","65.8109466543822","16367","0","0","0","9659","155064","155064","0","979","91428","62657","0","860","163","6438","1330104","460791","1410612","1410612","1086864","1398155","7847","7847","0","0","182788","5156","0","2658","224036","138490","11346","224036","50933"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","3/31/2019","5/19/2019","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","8","21993","5344","4831","605","0","12872","167","0","12","2858","0","302","21993","17626","16293","14400","16293","88.3799362276183","0","0","1200","0","133","4367","4367","0","1","9999","-5633","0","1161","0","55","18308","1355","22936","22936","16799","22480","0","0","0","0","2831","875","1200","0","1852","4313","167","1852","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","3/31/2019","5/19/2019","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","35","257492","59861","56444","63315","0","129602","2188","0","2260","0","0","2454","257492","232574","231311","178166","231311","58.8819344185765","0","0","0","0","1263","24918","24918","0","300","300","24318","0","0","0","2004","249361","56240","251573","251573","140357","247662","0","0","0","0","7009","15795","0","0","22485","25203","1760","22485","0"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","3/31/2019","5/19/2019","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albaybank.com","68","599616","106947","100399","61683","0","422452","5015","0","3237","145","1112","4040","599616","503346","501331","382512","501331","55.3913783380395","0","0","0","0","2015","96270","96270","0","0","5789","90481","0","3252","0","2016","584534","13068","600230","600230","466562","600420","0","0","0","0","81695","29753","0","0","91448","95086","5015","91448","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","3/31/2019","5/19/2019","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","38","195369","8699","996","14528","17000","143676","2579","0","3564","0","0","7902","195369","170185","169398","84292","169398","82.8401947764498","0","0","0","0","787","25184","25184","0","1560","14538","9086","0","213","0","528","176200","35880","191521","191521","167450","191360","6535","6535","0","0","3361","514","0","0","26482","25072","2099","26482","0"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","3/31/2019","5/19/2019","SM","13216 Broadway","","2","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","59","341114","9868","2694","50233","1699","264841","3606","0","1927","786","0","11760","341114","298823","293699","232018","293699","80.392837572453","0","0","4000","0","1124","42291","42291","0","263","1000","41028","0","10122","0","1344","319467","70228","336509.5","336509.5","242442","337488","9083","6519","0","2564","12173","818","4000","0","32853","42290","3038","32853","0"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","3/31/2019","5/19/2019","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","19","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","798","2211046","44847","10450","258817","0","1747268","22638","0","31391","127","53281","75315","2211046","1954295","1911706","1362328","1911706","46.464735718532","12050","0","0","0","30539","256751","256751","0","4100","85056","167595","0","8267","0","7977","2016535","724734","2193763","2193763","1884975","2132250","30959","23872","0","7087","40954","12927","0","27555","526859","210441","22638","526859","175610"
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","3/31/2019","5/19/2019","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","24","146723","10886","8525","42931","0","83970","630","0","2579","1652","496","4209","146723","131880","131404","100756","131404","85.855250644776","0","0","0","0","476","14843","14843","0","300","8696","5847","0","10","0","677","135426","48496","147038","147038","102627","146528","3291","3291","0","0","1110","1918","0","0","16499","14686","630","16499","0"
